Operator,Description,Parameters
RN,Railroad Name,Doodle 18g
TN,Train Name,98Y
TM,Train Manifest Description,Build Easton Hauler
PRNTR,Printer Name,
VT,Valid,12/12/1938 11:23
LN,Location Name,City
DT,Departure Time,13:10
PC,Pick up car,UTLX,4974,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDl709e2xv1ecs,,,,0,Easton,,empty
PC,Pick up car,TCX,5324,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDekhz1zyqff4l,,,,0,Easton,,empty
PC,Pick up car,TELX,2341,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDi3q9ju20qg28,,,,0,Easton,,empty
PC,Pick up car,CS,1705,GB,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDthnbnnt2bx6p,,,,0,Easton,,empty
PC,Pick up car,NYC,4619,XM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDqo2ynhj3pd4m,,,,0,Easton,,empty
PC,Pick up car,CS,3014,XM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDd8s2jzzs25z8,,,,0,Easton,,empty
PC,Pick up car,PRR,1896,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDco07gnx4qqt5,,,,0,Easton,,empty
PC,Pick up car,B&O,1529,XM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDdjqq7t37zvb3,,,,0,Easton,,empty
PC,Pick up car,TCX,2717,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,ID21s2ng8u6,,,,0,Easton,,empty
PC,Pick up car,ACL,5093,FM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDnso2dmbdsikr,,,,0,Easton,,empty
PC,Pick up car,WJ&S,3512,GB,40,Empty,Generic,City,73,City,OB-Easton,,,,,,,,,IDv08whycsptq8,,,,0,Easton,,empty
PC,Pick up car,ACL,0395,GB,40,Empty,Generic,City,73,City,OB-Easton,,,,,,,,,IDunwg4ffl8d4l,,,,0,Easton,,empty
PC,Pick up car,UTLX,9649,TM,40,Empty,Generic,City,73,City,OB-Easton,,,,,,,,,ID10n2uqk18mgx,,,,0,Easton,,empty
PC,Pick up car,PRR,4193,FM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDd8tf1s2l21v4,,,,0,Easton,,empty
PC,Pick up car,PL,8533,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDobepn5g9sawb,,,,0,Easton,,empty
PC,Pick up car,AT&SF,8248,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDillskmhsf6h5,,,,0,Easton,,empty
PC,Pick up car,WJ&S,4217,GB,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDwgyak9987pss,,,,0,Easton,,empty
PC,Pick up car,ER,2343,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDphk5zzia5vzn,,,,0,Easton,,empty
PC,Pick up car,DL&W,7085,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDk3ugw27r2fmu,,,,0,Easton,,empty
PC,Pick up car,WJ&S,8346,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDbkg0a41uz6ni,,,,0,Easton,,empty
PC,Pick up car,P&R,7622,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDjmm5dvoh8ibr,,,,0,Easton,,empty
PC,Pick up car,WJ&S,4790,FM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDccmqqkoyqlkv,,,,0,Easton,,empty
PC,Pick up car,PRR,1215,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDkefdw8008p8f,,,,0,Easton,,empty
PC,Pick up car,PRR,0420,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDmlbxfkxhko3r,,,,0,Easton,,empty
PC,Pick up car,CS,0073,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDnwe3naw68ctq,,,,0,Easton,,empty
PC,Pick up car,PRR,7049,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,ID7np0l5h6nasj,,,,0,Easton,,empty
SC,Set out car,UTLX,4974,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDl709e2xv1ecs,,,,0,Easton,,empty
SC,Set out car,TCX,5324,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDekhz1zyqff4l,,,,0,Easton,,empty
SC,Set out car,TELX,2341,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDi3q9ju20qg28,,,,0,Easton,,empty
SC,Set out car,CS,1705,GB,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDthnbnnt2bx6p,,,,0,Easton,,empty
SC,Set out car,NYC,4619,XM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDqo2ynhj3pd4m,,,,0,Easton,,empty
SC,Set out car,CS,3014,XM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDd8s2jzzs25z8,,,,0,Easton,,empty
SC,Set out car,PRR,1896,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDco07gnx4qqt5,,,,0,Easton,,empty
SC,Set out car,B&O,1529,XM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDdjqq7t37zvb3,,,,0,Easton,,empty
SC,Set out car,TCX,2717,TM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,ID21s2ng8u6,,,,0,Easton,,empty
SC,Set out car,ACL,5093,FM,40,Empty,Generic,City,71,City,OB-Easton,,,,,,,,,IDnso2dmbdsikr,,,,0,Easton,,empty
SC,Set out car,WJ&S,3512,GB,40,Empty,Generic,City,73,City,OB-Easton,,,,,,,,,IDv08whycsptq8,,,,0,Easton,,empty
SC,Set out car,ACL,0395,GB,40,Empty,Generic,City,73,City,OB-Easton,,,,,,,,,IDunwg4ffl8d4l,,,,0,Easton,,empty
SC,Set out car,UTLX,9649,TM,40,Empty,Generic,City,73,City,OB-Easton,,,,,,,,,ID10n2uqk18mgx,,,,0,Easton,,empty
SC,Set out car,PRR,4193,FM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDd8tf1s2l21v4,,,,0,Easton,,empty
SC,Set out car,PL,8533,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDobepn5g9sawb,,,,0,Easton,,empty
SC,Set out car,AT&SF,8248,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDillskmhsf6h5,,,,0,Easton,,empty
SC,Set out car,WJ&S,4217,GB,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDwgyak9987pss,,,,0,Easton,,empty
SC,Set out car,ER,2343,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDphk5zzia5vzn,,,,0,Easton,,empty
SC,Set out car,DL&W,7085,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDk3ugw27r2fmu,,,,0,Easton,,empty
SC,Set out car,WJ&S,8346,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDbkg0a41uz6ni,,,,0,Easton,,empty
SC,Set out car,P&R,7622,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDjmm5dvoh8ibr,,,,0,Easton,,empty
SC,Set out car,WJ&S,4790,FM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDccmqqkoyqlkv,,,,0,Easton,,empty
SC,Set out car,PRR,1215,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDkefdw8008p8f,,,,0,Easton,,empty
SC,Set out car,PRR,0420,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDmlbxfkxhko3r,,,,0,Easton,,empty
SC,Set out car,CS,0073,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,IDnwe3naw68ctq,,,,0,Easton,,empty
SC,Set out car,PRR,7049,XM,40,Empty,Generic,City,75,City,OB-Easton,,,,,,,,,ID7np0l5h6nasj,,,,0,Easton,,empty
TT,Train Terminates,City
