Operator,Description,Parameters
RN,Railroad Name,Doodle 18g
TN,Train Name,10L
TM,Train Manifest Description,Downtown Local
PRNTR,Printer Name,
VT,Valid,12/11/1938 16:12
TC,Train Comment,"Block: GD, DX, Sand, Coal, Ash, Gantry",black
LN,Location Name,Downtown
DT,Departure Time,17:10
PC,Pick up car,ACL,7836,GB,40,Cinders,Generic,Downtown,Ash,City,Hold 2,,,,,,,,,ID9eeuh8nsiyac,,,,0,Easton,,load
PC,Pick up car,B&O,4601,HK,40,Empty,Generic,Downtown,Coal,City,Hold 2,,,,,,,,,IDeqs13v0vijoi,,,,0,Northton,,empty
PC,Pick up car,P&R,2756,XM,40,LCL,Generic,Downtown,DX,City,Hold 2,,,,,,,,,IDw9507iscru7z,,,,0,Easton,,load
PC,Pick up car,P&R,1315,XM,40,LCL,Generic,Downtown,DX,City,Hold 2,,,,,,,,,ID5ekmo58adyc0,,,,0,Easton,,load
PC,Pick up car,PL,5884,XM,40,LCL,Generic,Downtown,DX,City,Hold 2,,,,,,,,,IDobj8bebl6qd1,,,,0,Easton,,load
PC,Pick up car,B&A,3657,GB,40,Empty,Generic,Downtown,Gantry Crane,City,Hold 2,,,,,,,,,IDrj8in243xzy9,,,,0,Easton,,empty
PC,Pick up car,ER,5365,GB,40,Empty,Generic,Downtown,Gantry Crane,City,Hold 2,,,,,,,,,ID4ms5w80cxwdp,,,,0,Easton,,empty
PC,Pick up car,CNJ,2995,GB,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDuumyt6ttriop,,,,0,Easton,,empty
PC,Pick up car,PRR,6999,FM,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDw1hdp6qf40p2,,,,0,Easton,,empty
PC,Pick up car,LV,7577,XM,40,Goods,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDlc2gtbapxt4z,,,,0,Easton,,load
PC,Pick up car,NYNH&H,4979,XM,40,Goods,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDze3czfooz3o9,,,,0,Easton,,load
PC,Pick up car,CS,5997,GB,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,ID13u54k1vv,,,,0,Northton,,empty
PC,Pick up car,AT&SF,9192,GB,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,ID11ud07ztcb50,,,,0,Northton,,empty
