Operator,Description,Parameters
RN,Railroad Name,Doodle 18g
TN,Train Name,10Y
TM,Train Manifest Description,Build Downtown Local
PRNTR,Printer Name,
VT,Valid,12/11/1938 16:08
TC,Train Comment,"Block: GD, DX, Sand, Coal, Ash, Gantry",black
LN,Location Name,City
DT,Departure Time,13:25
PC,Pick up car,NYC,0574,GB,40,Empty,Generic,City,75,City,OB-Downtown,,,,,,,,,IDbrnb8edkfnqc,,,,0,Downtown,Sand,empty
PC,Pick up car,PRR,2476,GB,40,Tarp,Generic,City,75,City,OB-Downtown,,,,,,,,,IDke20iawb23h7,,,,0,Downtown,Gantry Crane,load
PC,Pick up car,P&R,3532,GB,40,Empty,Generic,City,75,City,OB-Downtown,,,,,,,,,IDcstekqa72tzj,,,,0,Downtown,Ash,empty
PC,Pick up car,PRR,8836,GB,40,Tarp3,Generic,City,75,City,OB-Downtown,,,,,,,,,IDxykpvfxe8x65,,,,0,Downtown,Gantry Crane,load
PC,Pick up car,WJ&S,3512,GB,40,Empty,Generic,City,75,City,OB-Downtown,,,,,,,,,IDv08whycsptq8,,,,0,Downtown,Sand,empty
PC,Pick up car,ACL,0395,GB,40,Empty,Generic,City,75,City,OB-Downtown,,,,,,,,,IDunwg4ffl8d4l,,,,0,Downtown,Sand,empty
PC,Pick up car,DL&W,6790,XM,40,LCL,Generic,City,75,City,OB-Downtown,,,,,,,,,IDbknoexjgungh,,,,0,Downtown,DX,load
PC,Pick up car,PRR,6558,XM,40,Merchandise,Generic,City,75,City,OB-Downtown,,,,,,,,,ID8zocqr5ni92,,,,0,Downtown,General Delivery,load
PC,Pick up car,NYC,7835,FM,40,Tarp,Generic,City,75,City,OB-Downtown,,,,,,,,,IDg5pcl8qs6r1e,,,,0,Downtown,General Delivery,load
PC,Pick up car,WJ&S,2288,XM,40,LCL,Generic,City,75,City,OB-Downtown,,,,,,,,,ID16n0btzcimk,,,,0,Downtown,DX,load
PC,Pick up car,B&O,3291,FM,40,Tarp,Generic,City,75,City,OB-Downtown,,,,,,,,,IDa2875gnzpzk0,,,,0,Downtown,General Delivery,load
PC,Pick up car,PRR,7954,XM,40,LCL,Generic,City,75,City,OB-Downtown,,,,,,,,,IDpay5i1l5ht2a,,,,0,Downtown,DX,load
PC,Pick up car,PRR,7481,HK,40,coal2,Generic,City,75,City,OB-Downtown,,,,,,,,,IDjvwiivh3wuwz,,,,0,Downtown,Coal,load
PC,Pick up car,NYNH&H,0256,XM,40,Merchandise,Generic,City,75,City,OB-Downtown,,,,,,,,,ID6wojkvet5ocy,,,,0,Downtown,General Delivery,load
PC,Pick up car,B&O,1911,XM,40,Merchandise,Generic,City,75,City,OB-Downtown,,,,,,,,,ID9m1zvhck8gvi,,,,0,Downtown,General Delivery,load
PC,Pick up car,PRR,9167,XM,40,LCL,Generic,City,75,City,OB-Downtown,,,,,,,,,IDkf08s9fwqdxy,,,,0,Downtown,DX,load
PC,Pick up car,CS,8963,XM,40,Merchandise,Generic,City,75,City,OB-Downtown,,,,,,,,,ID6w7jhq6ej2w,,,,0,Downtown,General Delivery,load
SC,Set out car,NYC,0574,GB,40,Empty,Generic,City,75,City,OB-Downtown,,,,,,,,,IDbrnb8edkfnqc,,,,0,Downtown,Sand,empty
SC,Set out car,PRR,2476,GB,40,Tarp,Generic,City,75,City,OB-Downtown,,,,,,,,,IDke20iawb23h7,,,,0,Downtown,Gantry Crane,load
SC,Set out car,P&R,3532,GB,40,Empty,Generic,City,75,City,OB-Downtown,,,,,,,,,IDcstekqa72tzj,,,,0,Downtown,Ash,empty
SC,Set out car,PRR,8836,GB,40,Tarp3,Generic,City,75,City,OB-Downtown,,,,,,,,,IDxykpvfxe8x65,,,,0,Downtown,Gantry Crane,load
