Operator,Description,Parameters
RN,Railroad Name,Doodle 18g
TN,Train Name,78X
TM,Train Manifest Description,Produce Express
PRNTR,Printer Name,
VT,Valid,12/12/1938 12:24
TC,Train Comment,"Departs Weston, Works City, Terminates Easton",black
LN,Location Name,Weston
DT,Departure Time,04:20
PL,Pick up loco,PRR,208,K4s streamlined,40,ESHP,,Weston,W2,Train Service,Roundhouse,,,,,ID9wmknrnutf6p,
PL,Pick up loco,PRR,758,K4s,40,ESHP,,Weston,W2,Train Service,Roundhouse,,,,,IDdpadv1sdh2zr,
PC,Pick up car,FGEX,1756,RS,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDp0eizjl2lmgk,,,,0,,,empty
PC,Pick up car,FGEX,0857,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDh8vc2pualz4t,,,,0,,,empty
PC,Pick up car,FGEX,1072,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDfm143nplchge,,,,0,,,empty
PC,Pick up car,FGEX,1605,RS,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDgmlud9mkze1t,,,,0,,,empty
PC,Pick up car,FGEX,1802,RS,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDor27tfjqvyry,,,,0,,,empty
PC,Pick up car,FGEX,3237,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDit02rb5uw20w,,,,0,,,empty
PC,Pick up car,FGEX,3994,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDf9e98hgocs6t,,,,0,,,empty
PC,Pick up car,FGEX,4409,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDq43xitdn2k51,,,,0,,,empty
PC,Pick up car,FGEX,4699,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDyfvwg02fzva9,,,,0,,,empty
PC,Pick up car,FGEX,6176,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDfm77vm89tzah,,,,0,,,empty
PC,Pick up car,FGEX,7063,RS,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDxvm84hkon14a,,,,0,,,empty
PC,Pick up car,FGEX,8990,RS,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDvunpqu7y352y,,,,0,,,empty
PC,Pick up car,FGEX,6304,RB,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDu7qzijv6p1d1,,,,0,,,load
PC,Pick up car,FGEX,1013,RB,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDisaz8nvb9yd9,,,,0,,,load
PC,Pick up car,FGEX,3069,RS,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDrfhoaazqdk6a,,,,0,,,load
PC,Pick up car,FGEX,4774,RB,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDu0jqxa6pj5oa,,,,0,,,load
PC,Pick up car,FGEX,6661,RS,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDh038wk6pd9rx,,,,0,,,load
PC,Pick up car,FGEX,7095,RB,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,ID6jb9twb43pb6,,,,0,,,load
PC,Pick up car,FGEX,7388,RS,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDwfhfqndizqap,,,,0,,,load
PC,Pick up car,FGEX,7646,RB,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,ID6y98n56fru8y,,,,0,,,load
PC,Pick up car,FGEX,7896,RB,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDb0uo3ns736md,,,,0,,,load
PC,Pick up car,FGEX,7991,RS,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDhihxhoxr9hw9,,,,0,,,load
PC,Pick up car,FGEX,8220,RS,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,IDn784wjxkjmgz,,,,0,,,load
PC,Pick up car,FGEX,9672,RB,40,load,Generic,Weston,W2,Easton,E2,,R3,,,,,,,ID0n5n3dxreqps,,,,0,,,load
PC,Pick up car,FGEX,1782,RB,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,IDbo47fqrht57s,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,1417,RS,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,ID8w1x2osye3ov,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,1530,RB,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,IDbldfrw472oqy,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,2192,RS,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,ID6p9nbcxfdw78,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,2719,RB,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,ID8gff7ni8pzqp,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,2756,RS,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,ID9parl7hi3cez,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,4540,RS,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,IDgk4jd5zu6uca,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,4555,RB,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,IDuspf7dgmvjwb,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,5863,RB,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,ID0s139zup2uyl,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,6509,RB,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,IDdloia4pd3hhp,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,7290,RB,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,IDu3a1nk3tcea6,,,,0,Valley,Produce,Empty
PC,Pick up car,FGEX,7611,RB,40,E,Generic,Weston,W2,Easton,E2,,R1,,,,,,,IDb6334ccxx4gm,,,,0,Valley,Produce,Empty
PC,Pick up car,PRR,506,NE,40,Occupied,Generic,Weston,W2,Easton,E2,,,,,,C,,,IDga8ay18myvoy,,,,0,,,load
TD,Train Departs,Weston,East
TL,Train Length Empties Cars,1716,12,37
TW,Train Weight,36
LN,Location Name,Downtown
AT,Arrival Time,04:24
EDT,Estimated Departure Time,05:36
PC,Pick up car,FGEX,0914,RB,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,ID0fxvppaunanu,,,,0,,,load
PC,Pick up car,FGEX,0464,RS,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,IDa2fuil86tuft,,,,0,,,load
PC,Pick up car,FGEX,2108,RB,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,IDu6yn6w9q3iv9,,,,0,,,load
PC,Pick up car,FGEX,2140,RS,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,IDv9m4n1iyc0rh,,,,0,,,load
PC,Pick up car,FGEX,2504,RB,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,ID6zdlsfunznpu,,,,0,,,load
PC,Pick up car,FGEX,3250,RS,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,IDcti55dmxu09p,,,,0,,,load
PC,Pick up car,FGEX,4784,RS,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,IDjh4w2z9zw5w5,,,,0,,,load
PC,Pick up car,FGEX,6112,RS,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,IDvjr7m6e2uy97,,,,0,,,load
PC,Pick up car,FGEX,6669,RB,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,IDcry6gh18yabo,,,,0,,,load
PC,Pick up car,FGEX,6983,RB,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,ID20krd12o0wa,,,,0,,,load
PC,Pick up car,FGEX,7836,RB,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,ID1d2xl9m4ws4,,,,0,,,load
PC,Pick up car,FGEX,9054,RB,40,Produce,Generic,Downtown,Ice,Easton,E2,,R4,,,,,,,IDrlktkfjjg5xa,,,,0,,,load
SC,Set out car,FGEX,1756,RS,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDp0eizjl2lmgk,,,,0,,,empty
SC,Set out car,FGEX,0857,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDh8vc2pualz4t,,,,0,,,empty
SC,Set out car,FGEX,1072,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDfm143nplchge,,,,0,,,empty
SC,Set out car,FGEX,1605,RS,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDgmlud9mkze1t,,,,0,,,empty
SC,Set out car,FGEX,1802,RS,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDor27tfjqvyry,,,,0,,,empty
SC,Set out car,FGEX,3237,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDit02rb5uw20w,,,,0,,,empty
SC,Set out car,FGEX,3994,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDf9e98hgocs6t,,,,0,,,empty
SC,Set out car,FGEX,4409,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDq43xitdn2k51,,,,0,,,empty
SC,Set out car,FGEX,4699,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDyfvwg02fzva9,,,,0,,,empty
SC,Set out car,FGEX,6176,RB,40,Empty,Generic,Weston,W2,Downtown,Ice,,R7,,,,,,,IDfm77vm89tzah,,,,0,,,empty
