Operator,Description,Parameters
RN,Railroad Name,Doodle 18g
TN,Train Name,15L
TM,Train Manifest Description,Valley Local
PRNTR,Printer Name,
VT,Valid,12/14/1938 08:24
LN,Location Name,Valley
DT,Departure Time,02:20
PL,Pick up loco,PRR,936,H9s,40,ESLF,,Valley,Roundhouse,Valley,Roundhouse,,,,,ID15od3gx529,
PC,Pick up car,P&R,8004,HK,40,Empty,Generic,Valley,Coal,Midway,Interchange,,,,,,,,,IDan4r12vczvn7,,,,0,Northton,,empty
PC,Pick up car,NYC,6203,XM,40,LCL,Generic,Valley,Depot,Midway,Interchange,,,,,,,,,IDaq2tx6y5vqrk,,,,0,Downtown,DX,load
PC,Pick up car,FGEX,1736,RB,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDfoyewy7w83yo,,,,0,Easton,,load
PC,Pick up car,FGEX,1781,RS,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDskigg81fp9ps,,,,0,Easton,,load
PC,Pick up car,FGEX,1842,RB,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,ID1ibxlfswha2n,,,,0,Easton,,load
PC,Pick up car,FGEX,3887,RB,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDy9c1khiz148a,,,,0,Easton,,load
PC,Pick up car,FGEX,4338,RS,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDb328y8vfdcbf,,,,0,Easton,,load
PC,Pick up car,FGEX,4406,RS,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDp831drftia6k,,,,0,Easton,,load
PC,Pick up car,FGEX,5306,RB,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDtmdp1iv6oip2,,,,0,Easton,,load
PC,Pick up car,FGEX,5733,RB,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDikjzoi1ii026,,,,0,Easton,,load
PC,Pick up car,FGEX,6554,RB,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDr2tzj7edbkyr,,,,0,Easton,,load
PC,Pick up car,FGEX,6993,RB,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,ID8oh3shpctkr8,,,,0,Easton,,load
PC,Pick up car,FGEX,8617,RS,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDp7d2b5w0g5tq,,,,0,Easton,,load
PC,Pick up car,FGEX,8881,RB,40,Produce,Generic,Valley,Produce,Midway,Interchange,,R5,,,,,,,IDbr6h0cbjlj66,,,,0,Easton,,load
PC,Pick up car,PRR,689,NM,40,Occupied,Generic,Valley,Roundhouse,Valley,Off Spot,,,,,,C,,,IDjupisl36mvqs,,,,0,,,load
TD,Train Departs,Valley,South
TL,Train Length Empties Cars,704,0,15
TW,Train Weight,36
LN,Location Name,Junction
AT,Arrival Time,02:24
EDT,Estimated Departure Time,02:39
PC,Pick up car,PRR,8860,HK,40,Empty,Generic,Junction,Coal,Midway,Interchange,,,,,,,,,ID5ng3jkt51oxx,,,,0,Northton,,empty
PC,Pick up car,B&O,1876,HK,40,Empty,Generic,Junction,Coal,Midway,Interchange,,,,,,,,,IDqkofg1wuak7o,,,,0,Northton,,empty
PC,Pick up car,NYNH&H,4320,GB,40,steel rods,Generic,Junction,Steel Products,Midway,Interchange,,,,,,,,,IDrchcrqk8fm18,,,,0,Easton,,load
PC,Pick up car,AT&SF,8501,XM,40,steel products,Generic,Junction,Steel Products,Midway,Interchange,,,,,,,,,IDkg1pj418mduu,,,,0,Northton,,load
PC,Pick up car,PL,3670,GB,40,steel rods,Generic,Junction,Steel Products,Midway,Interchange,,,,,,,,,IDcb45epydgtbf,,,,0,Northton,,load
TD,Train Departs,Junction,South
TL,Train Length Empties Cars,924,0,20
TW,Train Weight,36
LN,Location Name,Midway
AT,Arrival Time,02:43
EDT,Estimated Departure Time,04:43
PC,Pick up car,B&A,1434,XM,40,LCL,Generic,Midway,Interchange,Junction,Depot,,,,,,,,,IDg7y5wlzn92ig,,,,0,,,load
