Operator,Description,Parameters
RN,Railroad Name,Doodle 18g
TN,Train Name,35Y
TM,Train Manifest Description,Build Summit Turn
PRNTR,Printer Name,
VT,Valid,12/15/2023 20:33
LN,Location Name,City
DT,Departure Time,13:20
PC,Pick up car,PL,7266,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDfehejjis2yf0,,,,0,Summit,,empty
PC,Pick up car,PGCC,7590,HK,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDtl0gmzawdpny,,,,0,Summit,,empty
PC,Pick up car,B&O,4021,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,ID1u9txz8055xh,,,,0,Summit,,empty
PC,Pick up car,LV,7577,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDlc2gtbapxt4z,,,,0,Summit,,empty
PC,Pick up car,PL,5884,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDobj8bebl6qd1,,,,0,Summit,,empty
PC,Pick up car,NYNH&H,4979,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDze3czfooz3o9,,,,0,Summit,,empty
PC,Pick up car,PRR,6115,HK,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDi4sy8v97rncb,,,,0,Summit,,empty
PC,Pick up car,P&R,7136,HK,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,ID8nbptq9jr8s,,,,0,Summit,,empty
PC,Pick up car,B&O,1107,HK,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDqods205cj5py,,,,0,Summit,,empty
PC,Pick up car,P&R,1315,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,ID5ekmo58adyc0,,,,0,Summit,,empty
PC,Pick up car,ACL,7510,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,IDsljrro2hsprx,,,,0,Summit,,empty
PC,Pick up car,CS,5642,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,IDk2f6xopntka9,,,,0,Summit,,empty
PC,Pick up car,ER,9009,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,IDjrvgsttgawta,,,,0,Summit,,empty
PC,Pick up car,ACL,7836,GB,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,ID9eeuh8nsiyac,,,,0,Summit,,empty
PC,Pick up car,ACL,0360,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,IDw7jthc5y9nja,,,,0,Summit,,empty
SC,Set out car,PL,7266,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDfehejjis2yf0,,,,0,Summit,,empty
SC,Set out car,PGCC,7590,HK,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDtl0gmzawdpny,,,,0,Summit,,empty
SC,Set out car,B&O,4021,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,ID1u9txz8055xh,,,,0,Summit,,empty
SC,Set out car,LV,7577,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDlc2gtbapxt4z,,,,0,Summit,,empty
SC,Set out car,PL,5884,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDobj8bebl6qd1,,,,0,Summit,,empty
SC,Set out car,NYNH&H,4979,XM,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDze3czfooz3o9,,,,0,Summit,,empty
SC,Set out car,PRR,6115,HK,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDi4sy8v97rncb,,,,0,Summit,,empty
SC,Set out car,P&R,7136,HK,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,ID8nbptq9jr8s,,,,0,Summit,,empty
SC,Set out car,B&O,1107,HK,40,Empty,Generic,City,74,City,OB-Summit,,,,,,,,,IDqods205cj5py,,,,0,Summit,,empty
SC,Set out car,P&R,1315,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,ID5ekmo58adyc0,,,,0,Summit,,empty
SC,Set out car,ACL,7510,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,IDsljrro2hsprx,,,,0,Summit,,empty
SC,Set out car,CS,5642,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,IDk2f6xopntka9,,,,0,Summit,,empty
SC,Set out car,ER,9009,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,IDjrvgsttgawta,,,,0,Summit,,empty
SC,Set out car,ACL,7836,GB,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,ID9eeuh8nsiyac,,,,0,Summit,,empty
SC,Set out car,ACL,0360,XM,40,Empty,Generic,City,75,City,OB-Summit,,,,,,,,,IDw7jthc5y9nja,,,,0,Summit,,empty
TT,Train Terminates,City
