Operator,Description,Parameters
RN,Railroad Name,Doodle 18g
TN,Train Name,11Y
TM,Train Manifest Description,Build Downtown Local
PRNTR,Printer Name,
VT,Valid,11/02/1938 12:03
TC,Train Comment,"Block: GD, Sand, Coal, Ash, Gantry",black
LN,Location Name,City
DT,Departure Time,13:25
PC,Pick up car,ER,7426,FM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,WJ&S,5720,XM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,DL&W,7242,XM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,PRR,9880,XM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,PRR,4961,FM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,PL,2128,FM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,PRR,5992,GB,40,Empty,Generic,City,72,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,PRR,5250,XM,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,PL,2120,GB,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,B&A,2789,FM,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,PRR,6262,GB,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,PRR,7333,GB,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,AT&SF,0204,GB,40,Empty,Generic,City,74,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,ER,2798,XM,40,Empty,Generic,City,74,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
PC,Pick up car,B&O,3502,HK,40,Empty,Generic,City,74,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
TD,Train Departs,City,West
TL,Train Length Empties Cars,660,0,15
TW,Train Weight,0
LN,Location Name,Train Service
AT,Arrival Time,13:29
EDT,Estimated Departure Time,14:14
SC,Set out car,ER,7426,FM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,WJ&S,5720,XM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,DL&W,7242,XM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,PRR,9880,XM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,PRR,4961,FM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,PL,2128,FM,40,Empty,Generic,City,71,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,PRR,5992,GB,40,Empty,Generic,City,72,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,PRR,5250,XM,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,PL,2120,GB,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,B&A,2789,FM,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,PRR,6262,GB,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,PRR,7333,GB,40,Empty,Generic,City,73,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,AT&SF,0204,GB,40,Empty,Generic,City,74,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,ER,2798,XM,40,Empty,Generic,City,74,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
SC,Set out car,B&O,3502,HK,40,Empty,Generic,City,74,Train Service,OB-Downtown,,,,,,,,,,,,,0,,,empty
TT,Train Terminates,Train Service
