Operator,Description,Parameters
RN,Railroad Name,Doodle 18g
TN,Train Name,68Y
TM,Train Manifest Description,Build Northton Hauler
PRNTR,Printer Name,
VT,Valid,12/11/1938 09:53
LN,Location Name,City
DT,Departure Time,13:05
PC,Pick up car,PRR,4961,FM,40,Empty,Generic,City,72,City,OB-Northton,,,,,,,,,ID1l1d5mmjfnuq,,,,0,Northton,,empty
PC,Pick up car,PL,2128,FM,40,Empty,Generic,City,72,City,OB-Northton,,,,,,,,,IDsjmozpnyvo9r,,,,0,Northton,,empty
PC,Pick up car,PRR,5992,GB,40,Empty,Generic,City,72,City,OB-Northton,,,,,,,,,IDi3bvh3o4l20e,,,,0,Northton,,empty
PC,Pick up car,PGCC,5648,HK,40,Empty,Generic,City,72,City,OB-Northton,,,,,,,,,IDa6iqcxz32ogk,,,,0,Northton,,empty
PC,Pick up car,PGCC,1635,HK,40,Empty,Generic,City,72,City,OB-Northton,,,,,,,,,IDz0ppd39jt9yj,,,,0,Northton,,empty
PC,Pick up car,P&R,1166,HK,40,Empty,Generic,City,72,City,OB-Northton,,,,,,,,,ID9k0uz2a2nyy,,,,0,Northton,,empty
PC,Pick up car,PGCC,3336,HK,40,Empty,Generic,City,72,City,OB-Northton,,,,,,,,,IDgjmbudbdxymw,,,,0,Northton,,empty
PC,Pick up car,B&O,8552,HK,40,Empty,Generic,City,72,City,OB-Northton,,,,,,,,,IDu1re9eemwpjl,,,,0,Northton,,empty
PC,Pick up car,TCX,0510,TM,40,Empty,Generic,City,73,City,OB-Northton,,,,,,,,,ID0zburxqnj9rj,,,,0,Northton,,empty
PC,Pick up car,PL,2120,GB,40,Empty,Generic,City,73,City,OB-Northton,,,,,,,,,IDuko4kgpasf6j,,,,0,Northton,,empty
PC,Pick up car,B&A,2789,FM,40,Empty,Generic,City,73,City,OB-Northton,,,,,,,,,IDntvhvpwj9i11,,,,0,Northton,,empty
PC,Pick up car,PRR,6262,GB,40,Empty,Generic,City,73,City,OB-Northton,,,,,,,,,ID8r1ikey8o2g6,,,,0,Northton,,empty
PC,Pick up car,PRR,7333,GB,40,Empty,Generic,City,73,City,OB-Northton,,,,,,,,,ID9u5teexmp9u2,,,,0,Northton,,empty
PC,Pick up car,M&P,5577,XM,40,Empty,Generic,City,73,City,OB-Northton,,,,,,,,,IDfoptm5gaur96,,,,0,Northton,,empty
PC,Pick up car,UTLX,1758,TM,40,Empty,Generic,City,73,City,OB-Northton,,,,,,,,,ID9rp82h8cqfy,,,,0,Northton,,empty
PC,Pick up car,PGCC,7590,HK,40,Empty,Generic,City,73,City,OB-Northton,,,,,,,,,IDtl0gmzawdpny,,,,0,Northton,,empty
